1 2 3
98 1 4
98 4 1
1 4 99
1 99 4
4 1 99
4 99 1
99 1 4
99 4 1
1 4 100
1 100 4
4 1 100
4 100 1
100 1 4
100 4 1
1 4 101
1 101 4
4 1 101
4 101 1
101 1 4
101 4 1
1 4 102
1 102 4
4 1 102
4 102 1
102 1 4
102 4 1
1 4 103
1 103 4
4 1 103
4 103 1
103 1 4
103 4 1
1 4 104
1 104 4
4 1 104
4 104 1
104 1 4
104 4 1
1 4 105
1 105 4
4 1 105
4 105 1
105 1 4
105 4 1
1 4 106
1 106 4
4 1 106
4 106 1
106 1 4
106 4 1
1 4 107
1 107 4
4 1 107
4 107 1
107 1 4
107 4 1
1 4 108
1 108 4
4 1 108
4 108 1
108 1 4
108 4 1
1 4 109
1 109 4
4 1 109
4 109 1
109 1 4
109 4 1
1 4 110
1 110 4
4 1 110
4 110 1
110 1 4
110 4 1
1 4 111
1 111 4
4 1 111
4 111 1
111 1 4
111 4 1
1 4 112
1 112 4
4 1 112
4 112 1
112 1 4
112 4 1
1 4 113
1 113 4
4 1 113
4 113 1
113 1 4
113 4 1
1 4 114
1 114 4
4 1 114
4 114 1
114 1 4
114 4 1
1 4 115
1 115 4
4 1 115
4 115 1
115 1 4
115 4 1
1 4 116
1 116 4
4 1 116
4 116 1
116 1 4
116 4 1
1 4 117
1 117 4
4 1 117
4 117 1
117 1 4
117 4 1
1 4 118
1 118 4
4 1 118
4 118 1
118 1 4
118 4 1
1 4 119
1 119 4
4 1 119
4 119 1
119 1 4
119 4 1
1 4 120
1 120 4
4 1 120
4 120 1
120 1 4
120 4 1
1 4 121
1 121 4
4 1 121
4 121 1
121 1 4
121 4 1
1 4 122
1 122 4
4 1 122
4 122 1
122 1 4
122 4 1
1 4 123
1 123 4
4 1 123
4 123 1
123 1 4
123 4 1
1 4 124
1 124 4
4 1 124
4 124 1
124 1 4
124 4 1
1 4 125
1 125 4
4 1 125
4 125 1
125 1 4
125 4 1
1 4 126
1 126 4
4 1 126
4 126 1
126 1 4
126 4 1
1 4 127
1 127 4
4 1 127
4 127 1
127 1 4
127 4 1
1 4 128
1 128 4
4 1 128
4 128 1
128 1 4
128 4 1
1 4 129
1 129 4
4 1 129
4 129 1
129 1 4
129 4 1
1 4 130
1 130 4
4 1 130
4 130 1
130 1 4
130 4 1
1 4 131
1 131 4
4 1 131
4 131 1
131 1 4
131 4 1
1 4 132
1 132 4
4 1 132
4 132 1
132 1 4
132 4 1
1 4 133
1 133 4
4 1 133
4 133 1
133 1 4
133 4 1
1 4 134
1 134 4
4 1 134
4 134 1
134 1 4
134 4 1
1 4 135
1 135 4
4 1 135
4 135 1
135 1 4
135 4 1
1 4 136
1 136 4
4 1 136
4 136 1
136 1 4
136 4 1
1 4 137
1 137 4
4 1 137
4 137 1
137 1 4
137 4 1
1 4 138
1 138 4
4 1 138
4 138 1
138 1 4
138 4 1
1 4 139
1 139 4
4 1 139
4 139 1
139 1 4
139 4 1
1 4 140
1 140 4
4 1 140
4 140 1
140 1 4
140 4 1
1 4 141
1 141 4
4 1 141
4 141 1
141 1 4
141 4 1
1 4 142
1 142 4
4 1 142
4 142 1
142 1 4
142 4 1
1 4 143
1 143 4
4 1 143
4 143 1
143 1 4
143 4 1
1 4 144
1 144 4
4 1 144
4 144 1
144 1 4
144 4 1
1 4 145
1 145 4
4 1 145
4 145 1
145 1 4
145 4 1
1 4 146
1 146 4
4 1 146
4 146 1
146 1 4
146 4 1
1 4 147
1 147 4
4 1 147
4 147 1
147 1 4
147 4 1
1 4 148
1 148 4
4 1 148
4 148 1
148 1 4
148 4 1
1 4 149
1 149 4
4 1 149
4 149 1
149 1 4
149 4 1
1 4 150
1 150 4
4 1 150
4 150 1
150 1 4
150 4 1
1 5 6
1 6 5
5 1 6
5 6 1
6 1 5
6 5 1
1 5 7
1 7 5
5 1 7
5 7 1
7 1 5
7 5 1
1 5 8
1 8 5
5 1 8
5 8 1
8 1 5
8 5 1
1 5 9
1 9 5
5 1 9
5 9 1
9 1 5
9 5 1
1 5 10
1 10 5
5 1 10
5 10 1
10 1 5
10 5 1
1 5 11
1 11 5
5 1 11
5 11 1
11 1 5
11 5 1
1 5 12
1 12 5
5 1 12
5 12 1
12 1 5
12 5 1
1 5 13
1 13 5
5 1 13
5 13 1
13 1 5
13 5 1
1 5 14
1 14 5
5 1 14
5 14 1
14 1 5
14 5 1
1 5 15
1 15 5
5 1 15
5 15 1
15 1 5
15 5 1
1 5 16
1 16 5
5 1 16
5 16 1
16 1 5
16 5 1
1 5 17
1 17 5
5 1 17
5 17 1
17 1 5
17 5 1
1 5 18
1 18 5
5 1 18
5 18 1
18 1 5
18 5 1
1 5 19
1 19 5
5 1 19
5 19 1
19 1 5
19 5 1
1 5 20
1 20 5
5 1 20
5 20 1
20 1 5
20 5 1
1 5 21
1 21 5
5 1 21
5 21 1
21 1 5
21 5 1
1 5 22
1 22 5
5 1 22
5 22 1
22 1 5
22 5 1
1 5 23
1 23 5
5 1 23
5 23 1
23 1 5
23 5 1
1 5 24
1 24 5
5 1 24
5 24 1
24 1 5
24 5 1
1 5 25
1 25 5
5 1 25
5 25 1
25 1 5
25 5 1
1 5 26
1 26 5
5 1 26
5 26 1
26 1 5
26 5 1
1 5 27
1 27 5
5 1 27
5 27 1
27 1 5
27 5 1
1 5 28
1 28 5
5 1 28
5 28 1
28 1 5
28 5 1
1 5 29
1 29 5
5 1 29
5 29 1
29 1 5
29 5 1
1 5 30
1 30 5
5 1 30
5 30 1
30 1 5
30 5 1
1 5 31
1 31 5
5 1 31
5 31 1
31 1 5
31 5 1
1 5 32
1 32 5
5 1 32
5 32 1
32 1 5
32 5 1
1 5 33
1 33 5
5 1 33
5 33 1
33 1 5
33 5 1
1 5 34
1 34 5
5 1 34
5 34 1
34 1 5
34 5 1
1 5 35
1 35 5
5 1 35
5 35 1
35 1 5
35 5 1
1 5 36
1 36 5
5 1 36
5 36 1
36 1 5
36 5 1
1 5 37
1 37 5
5 1 37
5 37 1
37 1 5
37 5 1
1 5 38
1 38 5
5 1 38
5 38 1
38 1 5
38 5 1
1 5 39
1 39 5
5 1 39
5 39 1
39 1 5
39 5 1
1 5 40
1 40 5
5 1 40
5 40 1
40 1 5
40 5 1
1 5 41
1 41 5
5 1 41
5 41 1
41 1 5
41 5 1
1 5 42
1 42 5
5 1 42
5 42 1
42 1 5
42 5 1
1 5 43
1 43 5
5 1 43
5 43 1
43 1 5
43 5 1
1 5 44
1 44 5
5 1 44
5 44 1
44 1 5
44 5 1
1 5 45
1 45 5
5 1 45
5 45 1
45 1 5
45 5 1
1 5 46
1 46 5
5 1 46
5 46 1
46 1 5
46 5 1
1 5 47
1 47 5
5 1 47
5 47 1
47 1 5
47 5 1
1 5 48
1 48 5
5 1 48
5 48 1
48 1 5
48 5 1
1 5 49
1 49 5
5 1 49
5 49 1
49 1 5
49 5 1
1 5 50
1 50 5
5 1 50
5 50 1
50 1 5
50 5 1
1 5 51
1 51 5
5 1 51
5 51 1
51 1 5
51 5 1
1 5 52
1 52 5
5 1 52
5 52 1
52 1 5
52 5 1
1 5 53
1 53 5
5 1 53
5 53 1
53 1 5
53 5 1
1 5 54
1 54 5
5 1 54
5 54 1
54 1 5
54 5 1
1 5 55
1 55 5
5 1 55
5 55 1
55 1 5
55 5 1
1 5 56
1 56 5
5 1 56
5 56 1
56 1 5
56 5 1
1 5 57
1 57 5
5 1 57
5 57 1
57 1 5
57 5 1
1 5 58
1 58 5
5 1 58
5 58 1
58 1 5
58 5 1
1 5 59
1 59 5
5 1 59
5 59 1
59 1 5
59 5 1
1 5 60
1 60 5
5 1 60
5 60 1
60 1 5
60 5 1
1 5 61
1 61 5
5 1 61
5 61 1
61 1 5
61 5 1
1 5 62
1 62 5
5 1 62
5 62 1
62 1 5
62 5 1
1 5 63
1 63 5
5 1 63
5 63 1
63 1 5
63 5 1
1 5 64
1 64 5
5 1 64
5 64 1
64 1 5
64 5 1
1 5 65
1 65 5
5 1 65
5 65 1
65 1 5
65 5 1
1 5 66
1 66 5
5 1 66
5 66 1
66 1 5
66 5 1
1 5 67
1 67 5
5 1 67
5 67 1
67 1 5
67 5 1
1 5 68
1 68 5
5 1 68
5 68 1
68 1 5
68 5 1
1 5 69
1 69 5
5 1 69
5 69 1
69 1 5
69 5 1
1 5 70
1 70 5
5 1 70
5 70 1
70 1 5
70 5 1
1 5 71
1 71 5
5 1 71
5 71 1
71 1 5
71 5 1
1 5 72
1 72 5
5 1 72
5 72 1
72 1 5
72 5 1
1 5 73
1 73 5
5 1 73
5 73 1
73 1 5
73 5 1
1 5 74
1 74 5
5 1 74
5 74 1
74 1 5
74 5 1
1 5 75
1 75 5
5 1 75
5 75 1
75 1 5
75 5 1
1 5 76
1 76 5
5 1 76
5 76 1
76 1 5
76 5 1
1 5 77
1 77 5
5 1 77
5 77 1
77 1 5
77 5 1
1 5 78
1 78 5
5 1 78
5 78 1
78 1 5
78 5 1
1 5 79
1 79 5
5 1 79
5 79 1
79 1 5
79 5 1
1 5 80
1 80 5
5 1 80
5 80 1
80 1 5
80 5 1
1 5 81
1 81 5
5 1 81
5 81 1
81 1 5
81 5 1
1 5 82
1 82 5
5 1 82
5 82 1
82 1 5
82 5 1
1 5 83
1 83 5
5 1 83
5 83 1
83 1 5
83 5 1
1 5 84
1 84 5
5 1 84
5 84 1
84 1 5
84 5 1
1 5 85
1 85 5
5 1 85
5 85 1
85 1 5
85 5 1
1 5 86
1 86 5
5 1 86
5 86 1
86 1 5
86 5 1
1 5 87
1 87 5
5 1 87
5 87 1
87 1 5
87 5 1
1 5 88
1 88 5
5 1 88
5 88 1
88 1 5
88 5 1
1 5 89
1 89 5
5 1 89
5 89 1
89 1 5
89 5 1
1 5 90
1 90 5
5 1 90
5 90 1
90 1 5
90 5 1
1 5 91
1 91 5
5 1 91
5 91 1
91 1 5
91 5 1
1 5 92
1 92 5
5 1 92
5 92 1
92 1 5
92 5 1
1 5 93
1 93 5
5 1 93
5 93 1
93 1 5
93 5 1
1 5 94
1 94 5
5 1 94
5 94 1
94 1 5
94 5 1
1 5 95
1 95 5
5 1 95
5 95 1
95 1 5
95 5 1
1 5 96
1 96 5
5 1 96
5 96 1
96 1 5
96 5 1
1 5 97
1 97 5
5 1 97
5 97 1
97 1 5
97 5 1
1 5 98
1 98 5
5 1 98
5 98 1
98 1 5
98 5 1
1 5 99
1 99 5
5 1 99
5 99 1
99 1 5
99 5 1
1 5 100
1 100 5
5 1 100
5 100 1
100 1 5
100 5 1
1 5 101
1 101 5
5 1 101
5 101 1
101 1 5
101 5 1
1 5 102
1 102 5
5 1 102
5 102 1
102 1 5
102 5 1
1 5 103
1 103 5
5 1 103
5 103 1
103 1 5
103 5 1
1 5 104
1 104 5
5 1 104
5 104 1
104 1 5
104 5 1
1 5 105
1 105 5
5 1 105
5 105 1
105 1 5
105 5 1
1 5 106
1 106 5
5 1 106
5 106 1
106 1 5
106 5 1
1 5 107
1 107 5
5 1 107
5 107 1
107 1 5
107 5 1
1 5 108
1 108 5
5 1 108
5 108 1
108 1 5
108 5 1
1 5 109
1 109 5
5 1 109
5 109 1
109 1 5
109 5 1
1 5 110
1 110 5
5 1 110
5 110 1
110 1 5
110 5 1
1 5 111
1 111 5
5 1 111
5 111 1
111 1 5
111 5 1
1 5 112
1 112 5
5 1 112
5 112 1
112 1 5
112 5 1
1 5 113
1 113 5
5 1 113
5 113 1
113 1 5
113 5 1
1 5 114
1 114 5
5 1 114
5 114 1
114 1 5
114 5 1
1 5 115
1 115 5
5 1 115
5 115 1
115 1 5
115 5 1
1 5 116
1 116 5
5 1 116
5 116 1
116 1 5
116 5 1
1 5 117
1 117 5
5 1 117
5 117 1
117 1 5
117 5 1
1 5 118
1 118 5
5 1 118
5 118 1
118 1 5
118 5 1
1 5 119
1 119 5
5 1 119
5 119 1
119 1 5
119 5 1
1 5 120
1 120 5
5 1 120
5 120 1
120 1 5
120 5 1
1 5 121
1 121 5
5 1 121
5 121 1
121 1 5
121 5 1
1 5 122
1 122 5
5 1 122
5 122 1
122 1 5
122 5 1
1 5 123
1 123 5
5 1 123
5 123 1
123 1 5
123 5 1
1 5 124
1 124 5
5 1 124
5 124 1
124 1 5
124 5 1
1 5 125
1 125 5
5 1 125
5 125 1
125 1 5
125 5 1
1 5 126
1 126 5
5 1 126
5 126 1
126 1 5
126 5 1
1 5 127
1 127 5
5 1 127
5 127 1
127 1 5
127 5 1
1 5 128
1 128 5
5 1 128
5 128 1
128 1 5
128 5 1
1 5 129
1 129 5
5 1 129
5 129 1
129 1 5
129 5 1
1 5 130
1 130 5
5 1 130
5 130 1
130 1 5
130 5 1
1 5 131
1 131 5
5 1 131
5 131 1
131 1 5
131 5 1
1 5 132
1 132 5
5 1 132
5 132 1
132 1 5
132 5 1
1 5 133
1 133 5
5 1 133
5 133 1
133 1 5
133 5 1
1 5 134
1 134 5
5 1 134
5 134 1
134 1 5
134 5 1
1 5 135
1 135 5
5 1 135
5 135 1
135 1 5
135 5 1
1 5 136
1 136 5
5 1 136
5 136 1
136 1 5
136 5 1
1 5 137
1 137 5
5 1 137
5 137 1
137 1 5
137 5 1
1 5 138
1 138 5
5 1 138
5 138 1
138 1 5
138 5 1
1 5 139
1 139 5
5 1 139
5 139 1
139 1 5
139 5 1
1 5 140
1 140 5
5 1 140
5 140 1
140 1 5
140 5 1
1 5 141
1 141 5
5 1 141
5 141 1
141 1 5
141 5 1
1 5 142
1 142 5
5 1 142
5 142 1
142 1 5
142 5 1
1 5 143
1 143 5
5 1 143
5 143 1
143 1 5
143 5 1
1 5 144
1 144 5
5 1 144
5 144 1
144 1 5
144 5 1
1 5 145
1 145 5
5 1 145
5 145 1
145 1 5
145 5 1
1 5 146
1 146 5
5 1 146
5 146 1
146 1 5
146 5 1
1 5 147
1 147 5
5 1 147
5 147 1
147 1 5
147 5 1
1 5 148
1 148 5
5 1 148
5 148 1
148 1 5
148 5 1
1 5 149
1 149 5
5 1 149
5 149 1
149 1 5
149 5 1
1 5 150
1 150 5
5 1 150
5 150 1
150 1 5
150 5 1
1 6 7
1 7 6
6 1 7
6 7 1
7 1 6
7 6 1
1 6 8
1 8 6
6 1 8
6 8 1
8 1 6
8 6 1
1 6 9
1 9 6
6 1 9
6 9 1
9 1 6
9 6 1
1 6 10
1 10 6
6 1 10
6 10 1
10 1 6
10 6 1
1 6 11
1 11 6
6 1 11
6 11 1
11 1 6
11 6 1
1 6 12
1 12 6
6 1 12
6 12 1
12 1 6
12 6 1
1 6 13
1 13 6
6 1 13
6 13 1
13 1 6
13 6 1
1 6 14
1 14 6
6 1 14
6 14 1
14 1 6
14 6 1
1 6 15
1 15 6
6 1 15
6 15 1
15 1 6
15 6 1
1 6 16
1 16 6
6 1 16
6 16 1
16 1 6
16 6 1
1 6 17
1 17 6
6 1 17
6 17 1
17 1 6
17 6 1
1 6 18
1 18 6
6 1 18
6 18 1
18 1 6
18 6 1
1 6 19
1 19 6
6 1 19
6 19 1
19 1 6
19 6 1
1 6 20
1 20 6
6 1 20
6 20 1
20 1 6
20 6 1
1 6 21
1 21 6
6 1 21
6 21 1
21 1 6
21 6 1
1 6 22
1 22 6
6 1 22
6 22 1
22 1 6
22 6 1
1 6 23
1 23 6
6 1 23
6 23 1
23 1 6
23 6 1
1 6 24
1 24 6
6 1 24
6 24 1
24 1 6
24 6 1
1 6 25
1 25 6
6 1 25
6 25 1
25 1 6
25 6 1
1 6 26
1 26 6
6 1 26
6 26 1
26 1 6
26 6 1
1 6 27
1 27 6
6 1 27
6 27 1
27 1 6
27 6 1
1 6 28
1 28 6
6 1 28
6 28 1
28 1 6
28 6 1
1 6 29
1 29 6
6 1 29
6 29 1
29 1 6
29 6 1
1 6 30
1 30 6
6 1 30
6 30 1
30 1 6
30 6 1
1 6 31
1 31 6
6 1 31
6 31 1
31 1 6
31 6 1
1 6 32
1 32 6
6 1 32
6 32 1
32 1 6
32 6 1
1 6 33
1 33 6
6 1 33
6 33 1
33 1 6
33 6 1
1 6 34
1 34 6
6 1 34
6 34 1
34 1 6
34 6 1
1 6 35
1 35 6
6 1 35
6 35 1
35 1 6
35 6 1
1 6 36
1 36 6
6 1 36
6 36 1
36 1 6
36 6 1
1 6 37
1 37 6
6 1 37
6 37 1
37 1 6
37 6 1
1 6 38
1 38 6
6 1 38
6 38 1
38 1 6
38 6 1
1 6 39
1 39 6
6 1 39
6 39 1
39 1 6
39 6 1
1 6 40
1 40 6
6 1 40
6 40 1
40 1 6
40 6 1
1 6 41
1 41 6
6 1 41
6 41 1
41 1 6
41 6 1
1 6 42
1 42 6
6 1 42
6 42 1
42 1 6
42 6 1
1 6 43
1 43 6
6 1 43
6 43 1
43 1 6
43 6 1
1 6 44
1 44 6
6 1 44
6 44 1
44 1 6
44 6 1
1 6 45
1 45 6
6 1 45
6 45 1
45 1 6
45 6 1
1 6 46
1 46 6
6 1 46
6 46 1
46 1 6
46 6 1
1 6 47
1 47 6
6 1 47
6 47 1
47 1 6
47 6 1
1 6 48
1 48 6
6 1 48
6 48 1
48 1 6
48 6 1
1 6 49
1 49 6
6 1 49
6 49 1
49 1 6
49 6 1
1 6 50
1 50 6
6 1 50
6 50 1
50 1 6
50 6 1
1 6 51
1 51 6
6 1 51
6 51 1
51 1 6
51 6 1
1 6 52
1 52 6
6 1 52
6 52 1
52 1 6
52 6 1
1 6 53
1 53 6
6 1 53
6 53 1
53 1 6
53 6 1
1 6 54
1 54 6
6 1 54
6 54 1
54 1 6
54 6 1
1 6 55
1 55 6
6 1 55
6 55 1
55 1 6
55 6 1
1 6 56
1 56 6
6 1 56
6 56 1
56 1 6
56 6 1
1 6 57
1 57 6
6 1 57
6 57 1
57 1 6
57 6 1
1 6 58
1 58 6
6 1 58
6 58 1
58 1 6
58 6 1
1 6 59
1 59 6
6 1 59
6 59 1
59 1 6
59 6 1
1 6 60
1 60 6
6 1 60
6 60 1
60 1 6
60 6 1
1 6 61
1 61 6
6 1 61
6 61 1
61 1 6
61 6 1
1 6 62
1 62 6
6 1 62
6 62 1
62 1 6
62 6 1
1 6 63
1 63 6
6 1 63
6 63 1
63 1 6
63 6 1
1 6 64
1 64 6
6 1 64
6 64 1
64 1 6
64 6 1
1 6 65
1 65 6
6 1 65
6 65 1
65 1 6
65 6 1
1 6 66
1 66 6
6 1 66
6 66 1
66 1 6
66 6 1
1 6 67
1 67 6
6 1 67
6 67 1
67 1 6
67 6 1
1 6 68
1 68 6
6 1 68
6 68 1
68 1 6
68 6 1
1 6 69
1 69 6
6 1 69
6 69 1
69 1 6
69 6 1
1 6 70
1 70 6
6 1 70
6 70 1
70 1 6
70 6 1
1 6 71
1 71 6
6 1 71
6 71 1
71 1 6
71 6 1
1 6 72
1 72 6
6 1 72
6 72 1
72 1 6
72 6 1
1 6 73
1 73 6
6 1 73
6 73 1
73 1 6
73 6 1
1 6 74
1 74 6
6 1 74
6 74 1
74 1 6
74 6 1
1 6 75
1 75 6
6 1 75
6 75 1
75 1 6
75 6 1
1 6 76
1 76 6
6 1 76
6 76 1
76 1 6
76 6 1
1 6 77
1 77 6
6 1 77
6 77 1
77 1 6
77 6 1
1 6 78
1 78 6
6 1 78
6 78 1
78 1 6
78 6 1
1 6 79
1 79 6
6 1 79
6 79 1
79 1 6
79 6 1
1 6 80
1 80 6
6 1 80
6 80 1
80 1 6
80 6 1
1 6 81
1 81 6
6 1 81
6 81 1
81 1 6
81 6 1
1 6 82
1 82 6
6 1 82
6 82 1
82 1 6
82 6 1
1 6 83
1 83 6
6 1 83
6 83 1
83 1 6
83 6 1
1 6 84
1 84 6
6 1 84
6 84 1
84 1 6
84 6 1
1 6 85
1 85 6
6 1 85
6 85 1
85 1 6
85 6 1
1 6 86
1 86 6
6 1 86
6 86 1
86 1 6
86 6 1
1 6 87
1 87 6
6 1 87
6 87 1
87 1 6
87 6 1
1 6 88
1 88 6
6 1 88
6 88 1
88 1 6
88 6 1
1 6 89
1 89 6
6 1 89
6 89 1
89 1 6
89 6 1
1 6 90
1 90 6
6 1 90
6 90 1
90 1 6
90 6 1
1 6 91
1 91 6
6 1 91
6 91 1
91 1 6
91 6 1
1 6 92
1 92 6
6 1 92
6 92 1
92 1 6
92 6 1
1 6 93
1 93 6
6 1 93
6 93 1
93 1 6
93 6 1
1 6 94
1 94 6
6 1 94
6 94 1
94 1 6
94 6 1
1 6 95
1 95 6
6 1 95
6 95 1
95 1 6
95 6 1
1 6 96
1 96 6
6 1 96
6 96 1
96 1 6
96 6 1
1 6 97
1 97 6
6 1 97
6 97 1
97 1 6
97 6 1
1 6 98
1 98 6
6 1 98
6 98 1
98 1 6
98 6 1
1 6 99
1 99 6
6 1 99
6 99 1
99 1 6
99 6 1
1 6 100
1 100 6
6 1 100
6 100 1
100 1 6
100 6 1
1 6 101
1 101 6
6 1 101
6 101 1
101 1 6
101 6 1
1 6 102
1 102 6
6 1 102
6 102 1
102 1 6
102 6 1
1 6 103
1 103 6
6 1 103
6 103 1
103 1 6
103 6 1
1 6 104
1 104 6
6 1 104
6 104 1
104 1 6
104 6 1
1 6 105
1 105 6
6 1 105
6 105 1
105 1 6
105 6 1
1 6 106
1 106 6
6 1 106
6 106 1
106 1 6
106 6 1
1 6 107
1 107 6
6 1 107
6 107 1
107 1 6
107 6 1
1 6 108
1 108 6
6 1 108
6 108 1
108 1 6
108 6 1
1 6 109
1 109 6
6 1 109
6 109 1
109 1 6
109 6 1
1 6 110
1 110 6
6 1 110
6 110 1
110 1 6
110 6 1
1 6 111
1 111 6
6 1 111
6 111 1
111 1 6
111 6 1
1 6 112
1 112 6
6 1 112
6 112 1
112 1 6
112 6 1
1 6 113
1 113 6
6 1 113
6 113 1
113 1 6
113 6 1
1 6 114
1 114 6
6 1 114
6 114 1
114 1 6
114 6 1
1 6 115
1 115 6
6 1 115
6 115 1
115 1 6
115 6 1
1 6 116
1 116 6
6 1 116
6 116 1
116 1 6
116 6 1
1 6 117
1 117 6
6 1 117
6 117 1
117 1 6
117 6 1
1 6 118
1 118 6
6 1 118
6 118 1
118 1 6
118 6 1
1 6 119
1 119 6
6 1 119
6 119 1
119 1 6
119 6 1
1 6 120
1 120 6
6 1 120
6 120 1
120 1 6
120 6 1
1 6 121
1 121 6
6 1 121
6 121 1
121 1 6
121 6 1
1 6 122
1 122 6
6 1 122
6 122 1
122 1 6
122 6 1
1 6 123
1 123 6
6 1 123
6 123 1
123 1 6
123 6 1
1 6 124
1 124 6
6 1 124
6 124 1
124 1 6
124 6 1
1 6 125
1 125 6
6 1 125
6 125 1
125 1 6
125 6 1
1 6 126
1 126 6
6 1 126
6 126 1
126 1 6
126 6 1
1 6 127
1 127 6
6 1 127
6 127 1
127 1 6
127 6 1
1 6 128
1 128 6
6 1 128
6 128 1
128 1 6
128 6 1
1 6 129
1 129 6
6 1 129
6 129 1
129 1 6
129 6 1
1 6 130
1 130 6
6 1 130
6 130 1
130 1 6
130 6 1
1 6 131
1 131 6
6 1 131
6 131 1
131 1 6
131 6 1
1 6 132
1 132 6
6 1 132
6 132 1
132 1 6
132 6 1
1 6 133
1 133 6
6 1 133
6 133 1
133 1 6
133 6 1
1 6 134
1 134 6
6 1 134
6 134 1
134 1 6
134 6 1
1 6 135
1 135 6
6 1 135
6 135 1
135 1 6
135 6 1
1 6 136
1 136 6
6 1 136
6 136 1
136 1 6
136 6 1
1 6 137
1 137 6
6 1 137
6 137 1
137 1 6
137 6 1
1 6 138
1 138 6
6 1 138
6 138 1
138 1 6
138 6 1
1 6 139
1 139 6
6 1 139
6 139 1
139 1 6
139 6 1
1 6 140
1 140 6
6 1 140
6 140 1
140 1 6
140 6 1
1 6 141
1 141 6
6 1 141
6 141 1
141 1 6
141 6 1
1 6 142
1 142 6
6 1 142
6 142 1
142 1 6
142 6 1
1 6 143
1 143 6
6 1 143
6 143 1
143 1 6
143 6 1
1 6 144
1 144 6
6 1 144
6 144 1
144 1 6
144 6 1
1 6 145
1 145 6
6 1 145
6 145 1
145 1 6
145 6 1
1 6 146
1 146 6
6 1 146
6 146 1
146 1 6
146 6 1
1 6 147
1 147 6
6 1 147
6 147 1
147 1 6
147 6 1
1 6 148
1 148 6
6 1 148
6 148 1
148 1 6
148 6 1
1 6 149
1 149 6
6 1 149
6 149 1
149 1 6
149 6 1
1 6 150
1 150 6
6 1 150
6 150 1
150 1 6
150 6 1
1 7 8
1 8 7
7 1 8
7 8 1
8 1 7
8 7 1
1 7 9
1 9 7
7 1 9
7 9 1
9 1 7
9 7 1
1 7 10
1 10 7
7 1 10
7 10 1
10 1 7
10 7 1
1 7 11
1 11 7
7 1 11
7 11 1
11 1 7
11 7 1
1 7 12
1 12 7
7 1 12
7 12 1
12 1 7
12 7 1
1 7 13
1 13 7
7 1 13
7 13 1
13 1 7
13 7 1
1 7 14
1 14 7
7 1 14
7 14 1
14 1 7
14 7 1
1 7 15
1 15 7
7 1 15
7 15 1
15 1 7
15 7 1
1 7 16
1 16 7
7 1 16
7 16 1
16 1 7
16 7 1
1 7 17
1 17 7
7 1 17
7 17 1
17 1 7
17 7 1
1 7 18
1 18 7
7 1 18
7 18 1
18 1 7
18 7 1
1 7 19
1 19 7
7 1 19
7 19 1
19 1 7
19 7 1
1 7 20
1 20 7
7 1 20
7 20 1
20 1 7
20 7 1
1 7 21
1 21 7
7 1 21
7 21 1
21 1 7
21 7 1
1 7 22
1 22 7
7 1 22
7 22 1
22 1 7
22 7 1
1 7 23
1 23 7
7 1 23
7 23 1
23 1 7
23 7 1
1 7 24
1 24 7
7 1 24
7 24 1
24 1 7
24 7 1
1 7 25
1 25 7
7 1 25
7 25 1
25 1 7
25 7 1
1 7 26
1 26 7
7 1 26
7 26 1
26 1 7
26 7 1
1 7 27
1 27 7
7 1 27
7 27 1
27 1 7
27 7 1
1 7 28
1 28 7
7 1 28
7 28 1
28 1 7
28 7 1
1 7 29
1 29 7
7 1 29
7 29 1
29 1 7
29 7 1
1 7 30
1 30 7
7 1 30
7 30 1
30 1 7
30 7 1
1 7 31
1 31 7
7 1 31
7 31 1
31 1 7
31 7 1
1 7 32
1 32 7
7 1 32
7 32 1
32 1 7
32 7 1
1 7 33
1 33 7
7 1 33
7 33 1
33 1 7
33 7 1
1 7 34
1 34 7
7 1 34
7 34 1
34 1 7
34 7 1
1 7 35
1 35 7
7 1 35
7 35 1
35 1 7
35 7 1
1 7 36
1 36 7
7 1 36
7 36 1
36 1 7
36 7 1
1 7 37
1 37 7
7 1 37
7 37 1
37 1 7
37 7 1
1 7 38
1 38 7
7 1 38
7 38 1
38 1 7
38 7 1
1 7 39
1 39 7
7 1 39
7 39 1
39 1 7
39 7 1
1 7 40
1 40 7
7 1 40
7 40 1
40 1 7
40 7 1
1 7 41
1 41 7
7 1 41
7 41 1
41 1 7
41 7 1
1 7 42
1 42 7
7 1 42
7 42 1
42 1 7
42 7 1
1 7 43
1 43 7
7 1 43
7 43 1
43 1 7
43 7 1
1 7 44
1 44 7
7 1 44
7 44 1
44 1 7
44 7 1
1 7 45
1 45 7
7 1 45
7 45 1
45 1 7
45 7 1
1 7 46
1 46 7
7 1 46
7 46 1
46 1 7
46 7 1
1 7 47
1 47 7
7 1 47
7 47 1
47 1 7
47 7 1
1 7 48
1 48 7
7 1 48
7 48 1
48 1 7
48 7 1
1 7 49
1 49 7
7 1 49
7 49 1
49 1 7
49 7 1
1 7 50
1 50 7
7 1 50
7 50 1
50 1 7
50 7 1
1 7 51
1 51 7
7 1 51
7 51 1
51 1 7
51 7 1
1 7 52
1 52 7
7 1 52
7 52 1
52 1 7
52 7 1
1 7 53
1 53 7
7 1 53
7 53 1
53 1 7
53 7 1
1 7 54
1 54 7
7 1 54
7 54 1
54 1 7
54 7 1
1 7 55
1 55 7
